container;pill bottle;контейнер;бутылка таблетки 
decor;pillow;декор;подушка
ball;ping-pong ball;мяч;пинг-понг мяч
toy;pinwheel;игрушка;вертушка
person;pirate;человек;пират
cooking;pitcher;приготовление;питчер
tool;plane;инструмент;самолет
building;planetarium;дом;планетарий
container;plastic bag;контейнер;пластиковый мешок
decor;plate rack;декор;плита стойки
vehicle;plow;автомобиль;пахать
tool;plunger;инструмент;плунжер
electronics;Polaroid camera;электроника;Polaroid камеры
sports equipment;pole;спортивное оборудование;полюс
vehicle;police van;автомобиль;полицейский фургон
clothing;poncho;одежда;пончо
furniture;pool table;мебель;бильярдный стол 
food;pop bottle;еда;поп-бутылки
cooking;pot;приготовление;горшок
tool;potter's wheel;инструмент;гончарный круг 
electronics;power drill;электроника;дрель 
decor;prayer rug;декор;молитвенный коврик
electronics;printer;электроника;принтер
building;prison;дом;тюрьма
weapon;projectile;оружие;снаряд
electronics;projector;электроника;проектор
sports equipment;puck;спортивное оборудование;шайба
sports equipment;punching bag;спортивное оборудование;боксерский мешок
accessory;purse;аксессуар;портмоне
tool;quill;инструмент;Квил
decor;quilt;декор;одеяло
vehicle;racer;автомобиль;гонщик
sports equipment;racket;спортивное оборудование;ракетки
electronics;radiator;электроника;радиатор
electronics;radio;электроника;радио
technology;radio telescope;технология;радиотелескоп
container;rain barrel;контейнер;дождь баррель
vehicle;recreational vehicle;автомобиль;рекреационного транспортного средства
technology;reel;технология;вьюрок
electronics;reflex camera;электроника;зеркальный фотоаппарат
furniture;refrigerator;мебель;холодильник
electronics;remote control;электроника;пульт дистанционного управления
building;restaurant;дом;ресторан
weapon;revolver;оружие;Наган
weapon;rifle;оружие;винтовка
furniture;rocking chair;мебель;кресло-качалка
cooking;rotisserie;приготовление;вертела
tool;rubber eraser;инструмент;резиновый ластик
ball;rugby ball;мяч;регби мяч
tool;rule;инструмент;правило
clothing;running shoe;одежда;кроссовки
container;safe;контейнер;безопасный
tool;safety pin;инструмент;булавка 
food;saltshaker;еда;солонка
clothing;sandal;одежда;сандал
clothing;sarong;одежда;саронг
instrument;sax;инструмент;саксофон
weapon;scabbard;оружие;ножны
electronics;scale;электроника;масштаб
vehicle;school bus;автомобиль;школьный автобус
boat;schooner;лодка;шхуна
sports equipment;scoreboard;спортивное оборудование;табло
decor;screen;декор;экран
tool;screw;инструмент;винт
tool;screwdriver;инструмент;отвертка
technology;seat belt;технология;ремень безопасности 
technology;sewing machine;технология;швейная машина
tool;shield;инструмент;щит
building;shoe shop;дом;магазин обуви 
furniture;shoji;мебель;Седзи
container;shopping basket;контейнер;корзина для покупок
container;shopping cart;контейнер;корзина
tool;shovel;инструмент;лопата
hat;shower cap;шляпа;шапочка для душа
decor;shower curtain;декор;душ занавес
sports equipment;ski;спортивное оборудование;лыжи
clothing;ski mask;одежда;лыжная маска
accessory;sleeping bag;аксессуар;спальный мешок
technology;slide rule;технология;логарифмическая линейка 
furniture;sliding door;мебель;раздвижные двери
electronics;slot;электроника;слот
sports equipment;snorkel;спортивное оборудование;шноркель
vehicle;snowmobile;автомобиль;снегоход
vehicle;snowplow;автомобиль;Снегоочиститель
decor;soap dispenser;декор;мыла
ball;soccer ball;мяч;футбольный мяч
clothing;sock;одежда;носок
technology;solar dish;технология;солнечное блюдо
hat;sombrero;шляпа;сомбреро
cooking;soup bowl;приготовление;суп чаша
electronics;space bar;электроника;пробел
electronics;space heater;электроника;обогреватель
aircraft;space shuttle;самолет;космический челнок
cooking;spatula;приготовление;шпатель
boat;speedboat;лодка;катер
outdoor scene;spider web;Открытая сцена;веб-паук 
technology;spindle;технология;шпиндель
vehicle;sports car;автомобиль;спортивный автомобиль
electronics;spotlight;электроника;прожектор
furniture;stage;мебель;этап
train;steam locomotive;поезд;паровоз
outdoor scene;steel arch bridge;Открытая сцена;стальной арочный мост
instrument;steel drum;инструмент;стальной барабан
tool;stethoscope;инструмент;стетоскоп
accessory;stole;аксессуар;украл
outdoor scene;stone wall;Открытая сцена;каменная стена
electronics;stopwatch;электроника;секундомер
furniture;stove;мебель;плита
cooking;strainer;приготовление;стрейнер
vehicle;streetcar;автомобиль;трамвай
furniture;stretcher;мебель;растяжитель
furniture;studio couch;мебель;студия диван
building;stupa;дом;ступа
boat;submarine;лодка;подводная лодка
clothing;suit;одежда;костюм
outdoor scene;sundial;Открытая сцена;солнечные часы
tool;sunglass;инструмент;очки
clothing;sunglasses;одежда;солнцезащитные очки
other;sunscreen;другие;солнцезащитный крем
outdoor scene;suspension bridge;Открытая сцена;подвесной мост
tool;swab;инструмент;тампоном
clothing;sweatshirt;одежда;толстовка
clothing;swimming trunks;одежда;плавки
toy;swing;игрушка;качели
electronics;switch;электроника;переключатель
tool;syringe;инструмент;шприц
decor;table lamp;декор;настольная лампа
vehicle;tank;автомобиль;танк
electronics;tape player;электроника;магнитофон
cooking;teapot;приготовление;чайничек
toy;teddy;игрушка;Тедди
electronics;television;электроника;телевизор
ball;tennis ball;мяч;теннисный мяч
building;thatch;дом;Тэтч
decor;theater curtain;декор;театральный занавес
tool;thimble;инструмент;наперсток
vehicle;thresher;автомобиль;молотильщик
furniture;throne;мебель;трон
building;tile roof;дом;плитка крыши 
electronics;toaster;электроника;тостер
building;tobacco shop;дом;табачный магазин
furniture;toilet seat;мебель;сиденье для унитаза
tool;torch;инструмент;факел
outdoor scene;totem pole;Открытая сцена;тотемный столб
vehicle;tow truck;автомобиль;эвакуатор
building;toyshop;дом;магазинов
vehicle;tractor;автомобиль;трактор
vehicle;trailer truck;автомобиль;грузовик с прицепом
decor;tray;декор;лоток
clothing;trench coat;одежда;пальто
vehicle;tricycle;автомобиль;трицикл
boat;trimaran;лодка;тримаран
technology;tripod;технология;штатив
outdoor scene;triumphal arch;Открытая сцена;Триумфальная арка
vehicle;trolleybus;автомобиль;троллейбус
instrument;trombone;инструмент;тромбон
furniture;tub;мебель;ванна
technology;turnstile;технология;турникет
electronics;typewriter keyboard;электроника;клавиатура пишущей машинки 
accessory;umbrella;аксессуар;зонтик
vehicle;unicycle;автомобиль;моноцикл
instrument;upright;инструмент;в вертикальном положении
electronics;vacuum;электроника;вакуум
decor;vase;декор;ВАЗа
container;vault;контейнер;хранилище
other;velvet;другие;бархат
technology;vending machine;технология;торговый автомат
clothing;vestment;одежда;облачение
outdoor scene;viaduct;Открытая сцена;виадук
instrument;violin;инструмент;скрипка
ball;volleyball;мяч;волейбол
electronics;waffle iron;электроника;вафельница
technology;wall clock;технология;настенные часы
accessory;wallet;аксессуар;кошелек
furniture;wardrobe;мебель;шкаф
aircraft;warplane;самолет;самолет
container;washbasin;контейнер;умывальник
electronics;washer;электроника;шайба
container;water bottle;контейнер;бутылка воды
container;water jug;контейнер;кувшин для воды
outdoor scene;water tower;Открытая сцена;водонапорная башня
container;whiskey jug;контейнер;жбан виски 
tool;whistle;инструмент;свисток
clothing;wig;одежда;парик
decor;window screen;декор;экран окна 
decor;window shade;декор;тень окна 
accessory;Windsor tie;аксессуар;Виндзор галстук
food;wine bottle;еда;бутылки вина
other;wing;другие;крыло
cooking;wok;приготовление;вок
cooking;wooden spoon;приготовление;деревянной ложкой
other;wool;другие;шерсть
fence;worm fence;забор;забор червя 
boat;wreck;лодка;развалина
boat;yawl;лодка;ял
building;yurt;дом;юрт
technology;web site;технология;веб-сайт
paper;comic book;бумага;комикс 
paper;crossword puzzle;бумага;кроссворд
outdoor scene;street sign;Открытая сцена;дорожный знак
electronics;traffic light;электроника;светофор
paper;book jacket;бумага;суперобложка
paper;menu;бумага;меню
cooking;plate;приготовление;плиты
food;guacamole;еда;гуакамоле
food;consomme;еда;консоме
cooking;hot pot;приготовление;горячий горшок
food;trifle;еда;мелочь
food;ice cream;еда;мороженое
food;ice lolly;еда;Lolly льда
food;French loaf;еда;Французской булкой
food;bagel;еда;бублик
food;pretzel;еда;крендель
food;cheeseburger;еда;чизбургер
food;hotdog;еда;хотдог
food;mashed potato;еда;картофельное пюре
vegetable;head cabbage;овощ;головки капусты
vegetable;broccoli;овощ;брокколи
vegetable;cauliflower;овощ;цветная капуста
fruit;zucchini;фрукты;цукини
fruit;spaghetti squash;фрукты;спагетти сквош
fruit;acorn squash;фрукты;желудь сквош
vegetable;butternut squash;овощ;баттернат сквош
vegetable;cucumber;овощ;огурец
vegetable;artichoke;овощ;артишок
vegetable;bell pepper;овощ;перец
flower;cardoon;цветок;артишок испанский
fungus;mushroom;грибок;гриб
fruit;Granny Smith;фрукты;Гренни Смит
fruit;strawberry;фрукты;клубничный
fruit;orange;фрукты;оранжевый
fruit;lemon;фрукты;лимон
fruit;fig;фрукты;рис
fruit;pineapple;фрукты;ананас
fruit;banana;фрукты;банан
fruit;jackfruit;фрукты;джекфрут
fruit;custard apple;фрукты;кремовое яблоко
fruit;pomegranate;фрукты;гранат
other;hay;другие;сено
food;carbonara;еда;карбонара
food;chocolate sauce;еда;шоколадный соус
food;dough;еда;бабла
food;meat loaf;еда;мясной рулет
food;pizza;еда;пицца
food;potpie;еда;пирог
food;burrito;еда;буррито
food;red wine;еда;красное вино
food;espresso;еда;эспрессо
cooking;cup;приготовление;Кубок
food;eggnog;еда;гоголь-моголь
outdoor scene;alp;Открытая сцена;Алп
other;bubble;другие;пузырь
outdoor scene;cliff;Открытая сцена;скалы
coral;coral reef;коралловый;коралловый риф
outdoor scene;geyser;Открытая сцена;гейзер
outdoor scene;lakeside;Открытая сцена;Лейксайд
outdoor scene;promontory;Открытая сцена;мыс
outdoor scene;sandbar;Открытая сцена;косы
outdoor scene;seashore;Открытая сцена;моря
outdoor scene;valley;Открытая сцена;долина
outdoor scene;volcano;Открытая сцена;вулкан
person;ballplayer;человек;бейсболист
person;groom;человек;жених
person;scuba diver;человек;аквалангист
flower;rapeseed;цветок;рапса
flower;daisy;цветок;Дейзи
flower;yellow lady's slipper;цветок;венерин башмачок желтый 
food;corn;еда;кукуруза
plant;acorn;завод;желудь
flower;hip;цветок;бедра
plant;buckeye;завод;Бакай
coral;coral fungus;коралловый;коралловый гриб
fungus;agaric;грибок;мухомор
fungus;gyromitra;грибок;строчок
fungus;stinkhorn;грибок;stinkhorn
fungus;earthstar;грибок;earthstar
fungus;hen-of-the-woods;грибок;курица-оф-Вудс
fungus;bolete;грибок;гриб
food;ear;еда;ухо
other;toilet tissue;другие;туалет ткани
